Dataset,AnalysisType,LLM_Cluster_Used,Model,Mean_AUC,AUC_StdDev,SVI,TopFeatures
data_22_quadratic,Assisted,cluster_llama,GradientBoost,0.9457781789879002,0.03835410136642739,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_t5,LogisticReg,0.6152686117379095,0.051117447949068896,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_t5,RandomForest,0.8880767931305722,0.04143880125777401,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_t5,GradientBoost,0.9428549448815957,0.03751534783114581,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_e5_small,LogisticReg,0.6195497191110119,0.0586329622042423,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_e5_small,RandomForest,0.8863933818412688,0.04319603659226609,38.46153846153846,N/A
data_22_quadratic,Assisted,cluster_e5_small,GradientBoost,0.9436490520376928,0.03540708030176542,38.46153846153846,N/A
data_65_exponential,Unassisted,N/A,LogisticReg,0.5788237542703834,0.06292670848675218,16.666666666666668,N/A
data_65_exponential,Unassisted,N/A,RandomForest,0.8651855443990918,0.034748171195517825,16.666666666666668,N/A
data_65_exponential,Unassisted,N/A,GradientBoost,0.7851497641064792,0.05278936755406369,16.666666666666668,N/A
data_65_exponential,Assisted,cluster_bert,LogisticReg,0.6072562480147878,0.056700415945983476,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_bert,RandomForest,0.8675827213137444,0.033497640615466714,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_bert,GradientBoost,0.7898560658680316,0.05467434159294529,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_roberta,LogisticReg,0.6042676510137173,0.05802579700366285,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_roberta,RandomForest,0.8664232320376197,0.03525897356050411,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_roberta,GradientBoost,0.7835768882879789,0.0550343424088135,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_ernie,LogisticReg,0.5987050234718567,0.05803906480540027,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_ernie,RandomForest,0.8640609975787586,0.03402348791686252,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_ernie,GradientBoost,0.7780785328133075,0.055630924290856774,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_minilm,LogisticReg,0.5922122250767661,0.060047184399227245,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_minilm,RandomForest,0.8659328053495146,0.034450147854779775,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_minilm,GradientBoost,0.7844107188412265,0.051274763680680416,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_gatortron,LogisticReg,0.6100776589634819,0.061391427289630415,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_gatortron,RandomForest,0.8702295640424819,0.03374897504217266,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_gatortron,GradientBoost,0.7892765532819023,0.0518473076784901,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_llama,LogisticReg,0.600258260659643,0.06704999610257893,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_llama,RandomForest,0.8667119836032856,0.0348645969922065,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_llama,GradientBoost,0.789719471499957,0.05070994444229885,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_t5,LogisticReg,0.5823277035769264,0.061554855024667086,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_t5,RandomForest,0.8668338876221974,0.03313368034792524,16.129032258064516,N/A
data_65_exponential,Assisted,cluster_t5,GradientBoost,0.7810995696467878,0.05058624810377854,16.129032258064516,N/A
data_14_linear,Unassisted,N/A,LogisticReg,0.8296086967742543,0.051492464143086995,62.5,N/A
data_14_linear,Unassisted,N/A,RandomForest,0.907865124995608,0.03382293805915636,62.5,N/A
data_14_linear,Unassisted,N/A,GradientBoost,0.9363707994823699,0.03358663492256351,62.5,N/A
data_14_linear,Assisted,cluster_roberta,LogisticReg,0.7659829954635717,0.046641095958037455,55.55555555555556,N/A
data_14_linear,Assisted,cluster_roberta,RandomForest,0.8962566683043651,0.03380794240149238,55.55555555555556,N/A
data_14_linear,Assisted,cluster_roberta,GradientBoost,0.9346204216499616,0.03330321651666558,55.55555555555556,N/A
data_14_linear,Assisted,cluster_bert,LogisticReg,0.7673604462126511,0.054754552133500396,55.55555555555556,N/A
data_14_linear,Assisted,cluster_bert,RandomForest,0.890948470275368,0.03416178137753903,55.55555555555556,N/A
data_14_linear,Assisted,cluster_bert,GradientBoost,0.93274659649101,0.031056736228896667,55.55555555555556,N/A
data_14_linear,Assisted,cluster_minilm,LogisticReg,0.7669389741074178,0.05354844718341484,55.55555555555556,N/A
data_14_linear,Assisted,cluster_minilm,RandomForest,0.8989108609664023,0.035079722291213,55.55555555555556,N/A
data_14_linear,Assisted,cluster_minilm,GradientBoost,0.9308467430459828,0.03628457944605285,55.55555555555556,N/A
data_14_linear,Assisted,cluster_gatortron,LogisticReg,0.7639709923806441,0.04957640414104301,55.55555555555556,N/A
data_14_linear,Assisted,cluster_gatortron,RandomForest,0.9056335832254391,0.03404388284899701,55.55555555555556,N/A
data_14_linear,Assisted,cluster_gatortron,GradientBoost,0.9359086214361612,0.03327971500396109,55.55555555555556,N/A
data_14_linear,Assisted,cluster_llama,LogisticReg,0.78889574141901,0.05135880698051148,55.55555555555556,N/A
data_14_linear,Assisted,cluster_llama,RandomForest,0.9043094353546528,0.03393228653510654,55.55555555555556,N/A
data_14_linear,Assisted,cluster_llama,GradientBoost,0.9358486316606832,0.031905758870003194,55.55555555555556,N/A
data_14_linear,Assisted,cluster_t5,LogisticReg,0.7666836695678095,0.05252455038920536,55.55555555555556,N/A
data_14_linear,Assisted,cluster_t5,RandomForest,0.8971657332171151,0.03216355033985139,55.55555555555556,N/A
data_14_linear,Assisted,cluster_t5,GradientBoost,0.9284689082496521,0.03477846206413406,55.55555555555556,N/A
data_14_linear,Assisted,cluster_ernie,LogisticReg,0.7606226952651504,0.04621896431976928,55.55555555555556,N/A
data_14_linear,Assisted,cluster_ernie,RandomForest,0.9012275418572955,0.03216727357202825,55.55555555555556,N/A
data_14_linear,Assisted,cluster_ernie,GradientBoost,0.9301575825395093,0.032406405562669806,55.55555555555556,N/A
data_25_exponential,Unassisted,N/A,LogisticReg,0.611635355536376,0.05360224566500329,35.714285714285715,N/A
data_25_exponential,Unassisted,N/A,RandomForest,0.8743034444886706,0.03907690100223045,35.714285714285715,N/A
data_25_exponential,Unassisted,N/A,GradientBoost,0.788384329142277,0.05254127445320511,35.714285714285715,N/A
data_25_exponential,Assisted,cluster_t5,LogisticReg,0.6089805244517442,0.05596936587610407,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_t5,RandomForest,0.8796183376229181,0.03369993011184692,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_t5,GradientBoost,0.7867996094586194,0.051006498467106046,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_e5_small,LogisticReg,0.6313685256395847,0.0514227809930904,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_e5_small,RandomForest,0.8736943085809359,0.03915768575324947,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_e5_small,GradientBoost,0.785752662529622,0.053795277281749335,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_bert,LogisticReg,0.6498947954532782,0.05632882965341303,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_bert,RandomForest,0.877938595534538,0.03931572873128814,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_bert,GradientBoost,0.7900267970813019,0.04907560125664908,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_gatortron,LogisticReg,0.6696082617798628,0.050604047773094595,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_gatortron,RandomForest,0.8808418557997341,0.040417758312490594,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_gatortron,GradientBoost,0.804257529445868,0.050668463447165565,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_roberta,LogisticReg,0.6212954461721277,0.059299640796388844,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_roberta,RandomForest,0.8730572365217115,0.04067377970935128,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_roberta,GradientBoost,0.7793598773552423,0.05140041276873154,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_ernie,LogisticReg,0.6253131209512155,0.052326033312739356,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_ernie,RandomForest,0.874092159012266,0.038756667661303326,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_ernie,GradientBoost,0.7875515333976715,0.05384860551254628,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_minilm,LogisticReg,0.6571612130937623,0.04985130400456754,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_minilm,RandomForest,0.8855525521098923,0.03579444316230826,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_minilm,GradientBoost,0.8050311892349598,0.04892612350306306,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_llama,LogisticReg,0.6136169034284557,0.05465578936107565,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_llama,RandomForest,0.879042920034521,0.03497169143146067,33.333333333333336,N/A
data_25_exponential,Assisted,cluster_llama,GradientBoost,0.7933115963327237,0.053960340479464686,33.333333333333336,N/A
data_94_quadratic,Unassisted,N/A,LogisticReg,0.6288654107073085,0.04848394614779248,12.5,N/A
data_94_quadratic,Unassisted,N/A,RandomForest,0.8774434057294576,0.033625284361776406,12.5,N/A
data_94_quadratic,Unassisted,N/A,GradientBoost,0.870218387857889,0.039754640754778824,12.5,N/A
data_94_quadratic,Assisted,cluster_llama,LogisticReg,0.6373065780460563,0.05043237598148989,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_llama,RandomForest,0.8790424164724638,0.030907361785520546,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_llama,GradientBoost,0.8677881766392512,0.04156310815046831,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_t5,LogisticReg,0.6484718376073118,0.05424031501311142,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_t5,RandomForest,0.8773096740585393,0.029545223565501814,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_t5,GradientBoost,0.8637409501912456,0.04071161537705514,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_ernie,LogisticReg,0.6382023730347174,0.050619310167589304,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_ernie,RandomForest,0.877605928830889,0.03174853754361925,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_ernie,GradientBoost,0.8612294681883925,0.04116810492417042,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_roberta,LogisticReg,0.6403131158965176,0.04844541154315638,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_roberta,RandomForest,0.8787758424766632,0.03170881866587643,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_roberta,GradientBoost,0.8613240368505041,0.04255412421007245,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_bert,LogisticReg,0.6702895403826126,0.047905888235273454,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_bert,RandomForest,0.8831976089328225,0.030261201553059523,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_bert,GradientBoost,0.8692936445162163,0.03613140003671869,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_minilm,LogisticReg,0.6329144181676266,0.04941136997287969,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_minilm,RandomForest,0.8771720733781485,0.02952785756020152,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_minilm,GradientBoost,0.8604479189717951,0.042988430666535814,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_gatortron,LogisticReg,0.6735755065026044,0.05081859641421784,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_gatortron,RandomForest,0.8809119243320355,0.031137240761494676,12.195121951219512,N/A
data_94_quadratic,Assisted,cluster_gatortron,GradientBoost,0.8617959996872535,0.038976393008773556,12.195121951219512,N/A
data_96_cubic,Unassisted,N/A,LogisticReg,0.6481256367037526,0.05407815173177168,11.904761904761905,N/A
data_96_cubic,Unassisted,N/A,RandomForest,0.8747291254923306,0.03237608988849245,11.904761904761905,N/A
data_96_cubic,Unassisted,N/A,GradientBoost,0.8871840966667099,0.04393053374004978,11.904761904761905,N/A
data_96_cubic,Assisted,cluster_e5_small,LogisticReg,0.6547269052438836,0.054550908044488554,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_e5_small,RandomForest,0.8747015667918738,0.0327466413340317,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_e5_small,GradientBoost,0.8801068386560658,0.04661878393540727,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_roberta,LogisticReg,0.6624273670228753,0.05497146658270688,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_roberta,RandomForest,0.875197998394023,0.03462844112616857,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_roberta,GradientBoost,0.8791066449979532,0.04850774986362899,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_bert,LogisticReg,0.6748148761063356,0.0539609180917405,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_bert,RandomForest,0.8782336577496044,0.032483805013989085,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_bert,GradientBoost,0.8792293450884173,0.04618755092714623,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_minilm,LogisticReg,0.6660994601750029,0.052615288105493783,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_minilm,RandomForest,0.8766608404288124,0.03125726341211617,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_minilm,GradientBoost,0.8800488709797076,0.04410229607114223,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_gatortron,LogisticReg,0.6607228142566968,0.05340996551870314,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_gatortron,RandomForest,0.875309469933905,0.03223473554675713,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_gatortron,GradientBoost,0.8832210620019341,0.04157860729435666,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_llama,LogisticReg,0.6499510765015188,0.05840169047726998,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_llama,RandomForest,0.8740982772966811,0.03314941964201154,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_llama,GradientBoost,0.8825235660165095,0.04383046953870987,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_t5,LogisticReg,0.6523994734329613,0.04890424158288015,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_t5,RandomForest,0.876274318566786,0.03231425289838446,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_t5,GradientBoost,0.8806964786905239,0.04547620478423062,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_ernie,LogisticReg,0.661630777091409,0.05268484888454046,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_ernie,RandomForest,0.8764134727412766,0.03451007605774736,11.627906976744185,N/A
data_96_cubic,Assisted,cluster_ernie,GradientBoost,0.8797674913439845,0.04676437455070191,11.627906976744185,N/A
data_85_quadratic,Unassisted,N/A,LogisticReg,0.6254029868980093,0.05823483779084858,13.157894736842104,N/A
data_85_quadratic,Unassisted,N/A,RandomForest,0.8771408491497287,0.03744643830089892,13.157894736842104,N/A
data_85_quadratic,Unassisted,N/A,GradientBoost,0.8571517472051421,0.05156902177791355,13.157894736842104,N/A
data_85_quadratic,Assisted,cluster_gatortron,LogisticReg,0.6553693189847016,0.05635312626856532,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_gatortron,RandomForest,0.8789470324994691,0.03593165162178503,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_gatortron,GradientBoost,0.8462468115826762,0.05109659563792285,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_ernie,LogisticReg,0.6336708230468531,0.059710488052011707,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_ernie,RandomForest,0.8778669721345459,0.035979909614560594,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_ernie,GradientBoost,0.8445648718959751,0.05793634011038542,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_minilm,LogisticReg,0.6421265199219935,0.0573097109910832,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_minilm,RandomForest,0.879839727027847,0.03645675738505673,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_minilm,GradientBoost,0.8513450517768238,0.050557225311758526,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_llama,LogisticReg,0.6243028118356877,0.05768829134973992,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_llama,RandomForest,0.8751739223084816,0.03600931275943139,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_llama,GradientBoost,0.8546700449006317,0.050306891066194556,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_t5,LogisticReg,0.6242434806157349,0.05877963079886659,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_t5,RandomForest,0.8751085103778173,0.0353760027999884,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_t5,GradientBoost,0.8451881675797001,0.05133724184482745,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_roberta,LogisticReg,0.6361040081544326,0.0557512872836842,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_roberta,RandomForest,0.8784736509584867,0.035912877068215894,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_roberta,GradientBoost,0.844084149510939,0.051618470172420536,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_bert,LogisticReg,0.6303681263063378,0.060289302274517335,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_bert,RandomForest,0.8772374528091277,0.03600264312730028,12.820512820512821,N/A
data_85_quadratic,Assisted,cluster_bert,GradientBoost,0.8398845214140627,0.05575338913783997,12.820512820512821,N/A
data_51_quadratic,Unassisted,N/A,LogisticReg,0.5892488833098576,0.057412705441066504,20.833333333333332,N/A
data_51_quadratic,Unassisted,N/A,RandomForest,0.8680819238071611,0.039525178509783064,20.833333333333332,N/A
data_51_quadratic,Unassisted,N/A,GradientBoost,0.9030976164970145,0.0462183837429852,20.833333333333332,N/A
data_51_quadratic,Assisted,cluster_ernie,LogisticReg,0.5873124379601086,0.06417290247330783,20.0,N/A
data_51_quadratic,Assisted,cluster_ernie,RandomForest,0.8663015215394784,0.040458199119269296,20.0,N/A
data_51_quadratic,Assisted,cluster_ernie,GradientBoost,0.8887744915676963,0.05113800953484179,20.0,N/A
data_51_quadratic,Assisted,cluster_minilm,LogisticReg,0.6312252734123058,0.055917620012140144,20.0,N/A
data_51_quadratic,Assisted,cluster_minilm,RandomForest,0.8718974892633676,0.04165167225904926,20.0,N/A
data_51_quadratic,Assisted,cluster_minilm,GradientBoost,0.8893259932992854,0.04656754676152676,20.0,N/A
data_51_quadratic,Assisted,cluster_llama,LogisticReg,0.5895000838075888,0.056951762684337,20.0,N/A
data_51_quadratic,Assisted,cluster_llama,RandomForest,0.8661181068134671,0.03933041224968807,20.0,N/A
data_51_quadratic,Assisted,cluster_llama,GradientBoost,0.8955603771474688,0.04842333199772162,20.0,N/A
data_51_quadratic,Assisted,cluster_t5,LogisticReg,0.5982547243990435,0.05745009731008535,20.0,N/A
data_51_quadratic,Assisted,cluster_t5,RandomForest,0.8689285911004986,0.04025953708695668,20.0,N/A
data_51_quadratic,Assisted,cluster_t5,GradientBoost,0.8887498996401192,0.05069301845999286,20.0,N/A
data_51_quadratic,Assisted,cluster_roberta,LogisticReg,0.6145635417678901,0.053706324025438096,20.0,N/A
data_51_quadratic,Assisted,cluster_roberta,RandomForest,0.8702389831005015,0.035611306042965224,20.0,N/A
data_51_quadratic,Assisted,cluster_roberta,GradientBoost,0.8984707113788758,0.04563185010384766,20.0,N/A
data_51_quadratic,Assisted,cluster_bert,LogisticReg,0.6544769168310516,0.052358900484040426,20.0,N/A
data_51_quadratic,Assisted,cluster_bert,RandomForest,0.8804423063655662,0.03798164083398362,20.0,N/A
data_51_quadratic,Assisted,cluster_bert,GradientBoost,0.8875766997709327,0.05072844247646841,20.0,N/A
data_51_quadratic,Assisted,cluster_gatortron,LogisticReg,0.6344863528631967,0.06116290443712097,20.0,N/A
data_51_quadratic,Assisted,cluster_gatortron,RandomForest,0.8738099875212957,0.040949591803047386,20.0,N/A
data_51_quadratic,Assisted,cluster_gatortron,GradientBoost,0.8893163876244163,0.05039916601173541,20.0,N/A
data_90_quadratic,Unassisted,N/A,LogisticReg,0.6433632514512779,0.061167280888062045,12.5,N/A
data_90_quadratic,Unassisted,N/A,RandomForest,0.8852250251595831,0.03230789607020713,12.5,N/A
data_90_quadratic,Unassisted,N/A,GradientBoost,0.8607454631579382,0.045653912913653207,12.5,N/A
data_90_quadratic,Assisted,cluster_minilm,LogisticReg,0.6492931702170622,0.06100777584675859,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_minilm,RandomForest,0.8815688737270421,0.033858391580650536,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_minilm,GradientBoost,0.8523295240011971,0.045066123226250324,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_gatortron,LogisticReg,0.6902001873693946,0.05602803606456585,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_gatortron,RandomForest,0.8912499182047559,0.033206087481410206,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_gatortron,GradientBoost,0.8614019894765534,0.04017415370918194,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_llama,LogisticReg,0.6553738438471721,0.060002217758266016,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_llama,RandomForest,0.8848017635813386,0.032101657377369634,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_llama,GradientBoost,0.8609989681277094,0.04359608673944167,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_t5,LogisticReg,0.6400365436630281,0.06556543898858852,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_t5,RandomForest,0.8804553944253852,0.032748310297755275,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_t5,GradientBoost,0.8485247783844712,0.0453905597960349,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_ernie,LogisticReg,0.6385271003192152,0.056323238303525223,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_ernie,RandomForest,0.8868164284875506,0.031009043878741534,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_ernie,GradientBoost,0.8539262583316714,0.044660856371043584,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_roberta,LogisticReg,0.6595434565879414,0.05873484282183234,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_roberta,RandomForest,0.8847638144732504,0.03273207055245655,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_roberta,GradientBoost,0.8545329210126092,0.04333868929606276,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_bert,LogisticReg,0.6857311607354823,0.05786769993337239,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_bert,RandomForest,0.8879717954536566,0.034344166954203954,12.195121951219512,N/A
data_90_quadratic,Assisted,cluster_bert,GradientBoost,0.8628714001459451,0.041998482385412116,12.195121951219512,N/A
data_38_exponential,Unassisted,N/A,LogisticReg,0.6064016204818529,0.058011683911601525,27.77777777777778,N/A
data_38_exponential,Unassisted,N/A,RandomForest,0.869742365499081,0.04149293346998244,27.77777777777778,N/A
data_38_exponential,Unassisted,N/A,GradientBoost,0.789312100123253,0.058630720393476436,27.77777777777778,N/A
data_38_exponential,Assisted,cluster_t5,LogisticReg,0.613282351586323,0.061341611854769405,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_t5,RandomForest,0.8710707375501999,0.0397576569448456,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_t5,GradientBoost,0.7902453674238865,0.05648119020192092,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_e5_small,LogisticReg,0.6283351200362366,0.05443226966999863,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_e5_small,RandomForest,0.8683419444018611,0.044438693429490264,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_e5_small,GradientBoost,0.7886183189625138,0.0519547950597027,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_roberta,LogisticReg,0.635643311579267,0.056309834894045084,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_roberta,RandomForest,0.8718364110583462,0.04118820145041531,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_roberta,GradientBoost,0.7944082902315784,0.05754816317094114,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_bert,LogisticReg,0.6115377773645484,0.05754281559546412,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_bert,RandomForest,0.8699131848094247,0.04271065729170291,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_bert,GradientBoost,0.7886081974567349,0.05700623911686521,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_minilm,LogisticReg,0.6188511315731613,0.05486893072047205,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_minilm,RandomForest,0.8737118570500587,0.04159953507967364,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_minilm,GradientBoost,0.8038485352408792,0.05763284254133188,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_gatortron,LogisticReg,0.6218388534884925,0.05558817452589301,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_gatortron,RandomForest,0.8686430480103587,0.04322912345614113,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_gatortron,GradientBoost,0.7806375004851129,0.0520902229536958,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_ernie,LogisticReg,0.6179434214567109,0.054497735089785095,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_ernie,RandomForest,0.8717269676748305,0.04210571445151794,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_ernie,GradientBoost,0.7830827808376979,0.05963201955643324,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_llama,LogisticReg,0.6097656035126571,0.05497552723759618,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_llama,RandomForest,0.8725859041726389,0.04260000210023782,26.31578947368421,N/A
data_38_exponential,Assisted,cluster_llama,GradientBoost,0.7859156151845991,0.059308318239634235,26.31578947368421,N/A
data_81_exponential,Unassisted,N/A,LogisticReg,0.6535898960919851,0.051944929835406634,13.88888888888889,N/A
data_81_exponential,Unassisted,N/A,RandomForest,0.8834899416695194,0.03150923519599445,13.88888888888889,N/A
data_81_exponential,Unassisted,N/A,GradientBoost,0.8154076016695445,0.04684892991002051,13.88888888888889,N/A
data_81_exponential,Assisted,cluster_roberta,LogisticReg,0.6700088829784262,0.05086721142498485,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_roberta,RandomForest,0.8813401077830834,0.03182711338662255,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_roberta,GradientBoost,0.8174782274651267,0.04696022842636859,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_bert,LogisticReg,0.6749374218712394,0.0494952207404456,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_bert,RandomForest,0.8815206449014478,0.03322501298108991,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_bert,GradientBoost,0.8147303453193195,0.04527254710497395,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_minilm,LogisticReg,0.6590491806606475,0.053883498557295406,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_minilm,RandomForest,0.8816419631922312,0.03203708439849599,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_minilm,GradientBoost,0.809313628403762,0.0489855039398503,13.513513513513514,N/A
data_81_exponential,Assisted,cluster_gatortron,LogisticReg,0.676528575331091,0.05351687808337485,13.513513513513514,N/A
